IDADE,SEXO,ESCOLARIDADE,OCUPACAO,CLASSE,P1,P2,P3,P4A,P4B,P4C,P4D,P4E,P4F,P4G,P4H,P5_1,P5_2,P5_3,P6_1,P6_2,P6_3,P6_4,P6_5,P6_6,P6_7,P6_8,P6_9,P6_10,P6_11,P6_12,P6_13,P6_98,P7,P8_1,P8_2,P8_3,P_ORIENT,P_IDENT,RACA_COR,RELIGIAO,REND1,REND2,REGIAO,TIPO_COLETA,AMOSTRA,FATOR_POND
22.0,2.0,14.0,1.0,3.0,10.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,5.0,7.0,,,,,,,,,,,,3.0,6.0,5.0,4.0,1.0,1.0,3.0,11.0,6.0,1.0,5.0,4.0,2.0,0.8019809198913932
35.0,1.0,16.0,2.0,4.0,99.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,6.0,97.0,,,,,,,,,,,,,,99.0,1.0,3.0,4.0,1.0,2.0,3.0,11.0,98.0,6.0,3.0,4.0,2.0,0.24205213324152133
20.0,1.0,15.0,2.0,4.0,6.0,99.0,99.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,99.0,,,99.0,,,,,,,,,,,,,,99.0,99.0,,,1.0,2.0,3.0,11.0,99.0,99.0,6.0,4.0,2.0,1.6419890619207882
34.0,1.0,14.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,10.0,11.0,4.0,1.0,,,,,,,,,,,,,,3.0,2.0,1.0,6.0,1.0,2.0,3.0,11.0,98.0,6.0,2.0,4.0,2.0,1.3579157886191675
41.0,1.0,14.0,2.0,3.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,9.0,2.0,3.0,5.0,6.0,7.0,10.0,96.0,,,,,,,,3.0,1.0,2.0,5.0,1.0,2.0,3.0,11.0,4.0,4.0,7.0,4.0,2.0,1.7404517266418684
55.0,1.0,14.0,1.0,2.0,5.0,99.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,99.0,2.0,5.0,,,1.0,2.0,96.0,,,,,,,,,,,,3.0,6.0,3.0,1.0,1.0,2.0,3.0,11.0,4.0,3.0,2.0,4.0,2.0,0.3131105732833272
20.0,1.0,13.0,1.0,4.0,7.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,11.0,,,,,,,,,,,,3.0,6.0,5.0,4.0,1.0,2.0,3.0,11.0,5.0,5.0,5.0,4.0,2.0,1.9898586365030304
31.0,2.0,16.0,2.0,2.0,5.0,99.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,11.0,9.0,1.0,2.0,3.0,,,,,,,,,,,,,1.0,1.0,2.0,6.0,1.0,1.0,3.0,11.0,98.0,4.0,1.0,4.0,2.0,0.13579911197157818
55.0,1.0,7.0,1.0,6.0,10.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,9.0,1.0,3.0,4.0,5.0,,,,,,,,,,,,3.0,2.0,3.0,4.0,1.0,2.0,3.0,11.0,5.0,4.0,7.0,4.0,1.0,0.8230112459066092
46.0,2.0,11.0,1.0,5.0,10.0,3.0,99.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,6.0,,3.0,5.0,7.0,,,,,,,,,,,,3.0,2.0,5.0,1.0,1.0,1.0,3.0,11.0,6.0,5.0,2.0,4.0,1.0,0.3101136978756145
58.0,1.0,9.0,2.0,5.0,8.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,1.0,10.0,5.0,7.0,,,,,,,,,,,,,,3.0,1.0,4.0,5.0,1.0,2.0,3.0,11.0,5.0,5.0,4.0,4.0,1.0,0.5119696997370278
33.0,1.0,14.0,1.0,4.0,7.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,10.0,1.0,2.0,7.0,,,,,,,,,,,,,3.0,4.0,1.0,2.0,1.0,2.0,2.0,11.0,6.0,99.0,8.0,4.0,2.0,0.4461072351190953
17.0,2.0,13.0,2.0,5.0,6.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,5.0,6.0,1.0,1.0,5.0,7.0,10.0,,,,,,,,,,,3.0,2.0,1.0,3.0,1.0,1.0,2.0,11.0,98.0,6.0,4.0,4.0,2.0,0.7678609025531613
19.0,2.0,14.0,1.0,6.0,7.0,2.0,99.0,99.0,99.0,2.0,2.0,99.0,99.0,99.0,99.0,99.0,,,97.0,,,,,,,,,,,,,,99.0,99.0,,,1.0,1.0,2.0,11.0,99.0,99.0,1.0,4.0,2.0,0.2794436819990674
48.0,2.0,11.0,2.0,4.0,10.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,5.0,2.0,97.0,,,,,,,,,,,,,,3.0,2.0,6.0,3.0,1.0,1.0,2.0,11.0,98.0,4.0,1.0,4.0,1.0,0.2345101181043564
36.0,1.0,7.0,1.0,5.0,1.0,3.0,1.0,2.0,99.0,2.0,4.0,4.0,2.0,2.0,99.0,10.0,6.0,3.0,1.0,5.0,6.0,9.0,,,,,,,,,,,1.0,2.0,1.0,4.0,1.0,2.0,2.0,11.0,5.0,5.0,3.0,4.0,1.0,0.8138197759482154
23.0,2.0,10.0,1.0,5.0,10.0,2.0,1.0,2.0,2.0,2.0,4.0,99.0,2.0,2.0,2.0,1.0,,,1.0,3.0,4.0,7.0,,,,,,,,,,,3.0,2.0,1.0,5.0,1.0,1.0,2.0,11.0,6.0,6.0,2.0,4.0,1.0,0.3610412899989292
45.0,2.0,14.0,2.0,6.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,6.0,1.0,5.0,,,,,,,,,,,,,,3.0,1.0,2.0,5.0,99.0,1.0,1.0,11.0,99.0,99.0,8.0,4.0,2.0,0.7616130750554027
25.0,1.0,14.0,1.0,1.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,99.0,,,,,,,,,,,,,,99.0,99.0,,,99.0,99.0,1.0,11.0,5.0,1.0,5.0,4.0,2.0,1.7696161657343823
55.0,2.0,11.0,2.0,5.0,1.0,3.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,9.0,1.0,3.0,5.0,11.0,13.0,,,,,,,,,,,3.0,1.0,2.0,3.0,4.0,1.0,1.0,11.0,6.0,6.0,3.0,4.0,1.0,0.9402989682020283
33.0,2.0,14.0,1.0,5.0,7.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,10.0,11.0,1.0,2.0,3.0,,,,,,,,,,,,,3.0,2.0,,,1.0,1.0,1.0,11.0,6.0,6.0,2.0,4.0,2.0,0.5489407325765369
59.0,1.0,15.0,2.0,1.0,6.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,97.0,,,,,,,,,,,,,,3.0,4.0,3.0,1.0,1.0,2.0,1.0,11.0,3.0,99.0,5.0,4.0,2.0,1.5259199929954401
27.0,1.0,16.0,1.0,4.0,7.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,9.0,6.0,1.0,1.0,3.0,,,,,,,,,,,,,1.0,5.0,2.0,3.0,1.0,2.0,1.0,11.0,5.0,4.0,3.0,4.0,2.0,0.953781266702386
30.0,2.0,12.0,2.0,4.0,5.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,6.0,10.0,11.0,3.0,7.0,96.0,,,,,,,,,,,,3.0,2.0,3.0,1.0,1.0,1.0,1.0,11.0,98.0,5.0,6.0,4.0,2.0,1.4734689002125219
23.0,1.0,14.0,1.0,3.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,9.0,6.0,97.0,,,,,,,,,,,,,,3.0,2.0,1.0,4.0,1.0,2.0,1.0,11.0,98.0,4.0,7.0,4.0,2.0,1.7927966042461638
25.0,1.0,11.0,1.0,5.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,10.0,1.0,99.0,,,,,,,,,,,,,,99.0,4.0,1.0,3.0,1.0,2.0,1.0,11.0,6.0,4.0,7.0,4.0,1.0,1.0927034844126804
68.0,2.0,7.0,1.0,5.0,7.0,2.0,3.0,4.0,4.0,4.0,99.0,99.0,99.0,99.0,99.0,99.0,,,99.0,,,,,,,,,,,,,,99.0,99.0,,,1.0,1.0,1.0,11.0,5.0,5.0,4.0,4.0,1.0,3.9048722044306223
73.0,2.0,1.0,2.0,5.0,10.0,3.0,3.0,4.0,4.0,4.0,4.0,99.0,4.0,4.0,4.0,99.0,,,5.0,,,,,,,,,,,,,,1.0,99.0,,,99.0,1.0,5.0,10.0,6.0,6.0,6.0,4.0,1.0,0.9242578938110324
39.0,2.0,16.0,1.0,3.0,7.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,10.0,,,2.0,,,,,,,,,,,,,,99.0,97.0,,,1.0,1.0,4.0,10.0,5.0,4.0,8.0,4.0,2.0,0.8931603033258801
30.0,2.0,14.0,2.0,5.0,6.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,99.0,,,,,,,,,,,,,,99.0,99.0,,,99.0,1.0,3.0,10.0,99.0,99.0,3.0,4.0,2.0,0.42080596488099514
19.0,2.0,14.0,2.0,6.0,6.0,2.0,3.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,5.0,9.0,10.0,2.0,7.0,8.0,96.0,,,,,,,,,,,1.0,3.0,6.0,5.0,4.0,1.0,3.0,10.0,99.0,99.0,7.0,4.0,2.0,1.143276738509336
50.0,1.0,15.0,1.0,4.0,7.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,1.0,,99.0,,,,,,,,,,,,,,3.0,99.0,,,1.0,2.0,3.0,10.0,99.0,99.0,2.0,4.0,2.0,1.0964138192993704
39.0,2.0,14.0,1.0,2.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,4.0,5.0,,,,,,,,,,,3.0,3.0,6.0,2.0,1.0,1.0,3.0,10.0,5.0,4.0,5.0,4.0,2.0,0.7595273108563374
51.0,2.0,15.0,1.0,3.0,99.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,99.0,,,1.0,5.0,,,,,,,,,,,,,99.0,99.0,,,1.0,1.0,3.0,10.0,6.0,5.0,7.0,4.0,2.0,1.5150900366002078
50.0,1.0,15.0,2.0,3.0,10.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,1.0,10.0,6.0,1.0,3.0,4.0,5.0,10.0,,,,,,,,,,1.0,6.0,2.0,3.0,1.0,2.0,3.0,10.0,99.0,99.0,6.0,4.0,2.0,0.9497681118792385
46.0,2.0,11.0,2.0,5.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,4.0,1.0,1.0,3.0,4.0,5.0,9.0,,,,,,,,,,3.0,4.0,2.0,1.0,1.0,1.0,3.0,10.0,6.0,6.0,8.0,4.0,2.0,0.6716025243839074
20.0,2.0,11.0,2.0,5.0,10.0,2.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,9.0,1.0,5.0,7.0,,,,,,,,,,,,99.0,2.0,1.0,3.0,1.0,1.0,3.0,10.0,99.0,99.0,8.0,4.0,2.0,0.6229746473088508
27.0,2.0,14.0,2.0,4.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,2.0,10.0,97.0,,,,,,,,,,,,,,99.0,99.0,,,1.0,1.0,3.0,10.0,98.0,5.0,5.0,4.0,2.0,1.4339973911448984
36.0,1.0,14.0,1.0,5.0,7.0,2.0,2.0,2.0,2.0,2.0,99.0,2.0,99.0,99.0,99.0,10.0,6.0,1.0,5.0,11.0,,,,,,,,,,,,,3.0,1.0,2.0,,1.0,96.0,3.0,10.0,5.0,5.0,7.0,4.0,2.0,1.7709444868831705
63.0,2.0,14.0,2.0,1.0,10.0,99.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,97.0,,,3.0,,,,,,,,,,,,,,3.0,97.0,,,1.0,1.0,3.0,10.0,98.0,99.0,3.0,4.0,2.0,0.9911932300434243
21.0,2.0,15.0,1.0,6.0,3.0,3.0,4.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,10.0,9.0,,97.0,,,,,,,,,,,,,,3.0,4.0,3.0,1.0,1.0,1.0,3.0,10.0,3.0,2.0,8.0,4.0,2.0,0.6341370324915188
57.0,2.0,16.0,2.0,2.0,10.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,11.0,1.0,,,,,,,,,,,,,,1.0,1.0,3.0,6.0,1.0,1.0,3.0,10.0,99.0,4.0,5.0,4.0,2.0,1.7884192819471392
46.0,2.0,15.0,1.0,3.0,5.0,99.0,99.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,99.0,,,97.0,,,,,,,,,,,,,,3.0,99.0,,,1.0,1.0,3.0,10.0,99.0,5.0,6.0,4.0,2.0,1.2356943234634614
56.0,1.0,16.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,99.0,2.0,99.0,99.0,99.0,99.0,11.0,,,97.0,,,,,,,,,,,,,,99.0,99.0,,,1.0,2.0,3.0,10.0,99.0,99.0,1.0,4.0,2.0,0.1834426827219851
44.0,2.0,14.0,1.0,5.0,99.0,99.0,99.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,99.0,,,99.0,,,,,,,,,,,,,,3.0,2.0,3.0,4.0,1.0,1.0,3.0,10.0,99.0,99.0,5.0,4.0,2.0,0.6939504401047619
47.0,1.0,14.0,1.0,2.0,7.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,6.0,,97.0,,,,,,,,,,,,,,3.0,4.0,,,1.0,2.0,3.0,10.0,4.0,4.0,3.0,4.0,2.0,1.3250058213084444
58.0,2.0,9.0,1.0,6.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,,,97.0,,,,,,,,,,,,,,3.0,97.0,,,1.0,1.0,3.0,10.0,98.0,4.0,7.0,4.0,1.0,3.8101465530602026
52.0,2.0,11.0,2.0,5.0,9.0,1.0,2.0,1.0,4.0,99.0,3.0,3.0,3.0,4.0,3.0,10.0,2.0,4.0,5.0,,,,,,,,,,,,,,3.0,2.0,5.0,6.0,1.0,1.0,3.0,10.0,6.0,5.0,4.0,4.0,1.0,1.1717322391694887
46.0,1.0,7.0,1.0,5.0,10.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,2.0,,5.0,,,,,,,,,,,,,,1.0,6.0,3.0,1.0,1.0,2.0,3.0,10.0,5.0,4.0,5.0,4.0,1.0,0.7876312221474708
39.0,2.0,14.0,2.0,4.0,8.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,10.0,11.0,1.0,3.0,5.0,,,,,,,,,,,,3.0,3.0,1.0,4.0,1.0,1.0,2.0,10.0,5.0,4.0,7.0,4.0,2.0,0.7965170658362727
51.0,1.0,14.0,2.0,6.0,5.0,99.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,97.0,,,97.0,,,,,,,,,,,,,,3.0,97.0,,,1.0,2.0,2.0,10.0,98.0,5.0,3.0,4.0,2.0,0.5676195849061397
35.0,1.0,10.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,5.0,,,,,,,,,,,,,3.0,97.0,,,1.0,2.0,2.0,10.0,6.0,4.0,3.0,4.0,2.0,0.8907240491905176
59.0,1.0,14.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,2.0,1.0,2.0,3.0,4.0,5.0,7.0,12.0,13.0,,,,,,,3.0,5.0,4.0,1.0,1.0,2.0,2.0,10.0,4.0,3.0,3.0,4.0,2.0,1.4119943631456175
30.0,2.0,16.0,1.0,6.0,6.0,99.0,99.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,99.0,,,99.0,,,,,,,,,,,,,,99.0,99.0,,,99.0,1.0,1.0,10.0,99.0,99.0,5.0,4.0,2.0,1.4163814479844477
32.0,2.0,14.0,2.0,6.0,7.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,10.0,3.0,1.0,97.0,,,,,,,,,,,,,,99.0,2.0,,,2.0,1.0,1.0,10.0,6.0,6.0,7.0,4.0,2.0,0.8433613940270227
24.0,2.0,16.0,2.0,4.0,6.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,11.0,5.0,2.0,97.0,,,,,,,,,,,,,,3.0,1.0,2.0,4.0,1.0,1.0,1.0,10.0,98.0,4.0,3.0,4.0,2.0,0.6442724325426163
28.0,2.0,16.0,1.0,4.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,99.0,,,99.0,,,,,,,,,,,,,,3.0,99.0,,,1.0,1.0,1.0,10.0,99.0,6.0,3.0,4.0,2.0,0.7975453840626782
32.0,2.0,16.0,1.0,4.0,10.0,99.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,99.0,,,97.0,,,,,,,,,,,,,,3.0,99.0,,,1.0,1.0,1.0,10.0,4.0,4.0,3.0,4.0,2.0,0.7975453840626782
41.0,2.0,15.0,2.0,4.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,11.0,4.0,1.0,2.0,3.0,5.0,,,,,,,,,,,1.0,1.0,3.0,4.0,1.0,1.0,1.0,10.0,6.0,4.0,2.0,4.0,2.0,0.7706703040448596
22.0,2.0,14.0,1.0,4.0,7.0,2.0,2.0,2.0,4.0,2.0,2.0,99.0,4.0,4.0,4.0,6.0,5.0,9.0,1.0,3.0,10.0,,,,,,,,,,,,99.0,2.0,4.0,1.0,1.0,1.0,1.0,10.0,5.0,4.0,3.0,4.0,2.0,0.4176936591105713
63.0,2.0,14.0,2.0,3.0,10.0,3.0,1.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,5.0,1.0,6.0,97.0,,,,,,,,,,,,,,99.0,2.0,1.0,3.0,1.0,1.0,1.0,10.0,3.0,3.0,4.0,4.0,2.0,1.7989405469615047
18.0,1.0,14.0,2.0,3.0,8.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,6.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,1.0,1.0,5.0,3.0,1.0,2.0,1.0,10.0,98.0,5.0,7.0,4.0,2.0,1.6098044224624561
54.0,2.0,11.0,2.0,4.0,6.0,99.0,99.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,99.0,,,97.0,,,,,,,,,,,,,,99.0,99.0,,,1.0,1.0,1.0,10.0,5.0,4.0,3.0,4.0,2.0,0.8472687434177305
33.0,2.0,14.0,1.0,3.0,10.0,1.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,6.0,11.0,1.0,2.0,7.0,,,,,,,,,,,,3.0,1.0,2.0,3.0,1.0,1.0,1.0,10.0,5.0,5.0,1.0,4.0,2.0,0.4129169360602168
59.0,1.0,16.0,1.0,1.0,8.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,8.0,3.0,5.0,10.0,,,,,,,,,,,,3.0,2.0,1.0,3.0,1.0,2.0,1.0,10.0,99.0,99.0,5.0,4.0,2.0,1.699750681103222
54.0,2.0,15.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,9.0,3.0,5.0,7.0,10.0,,,,,,,,,,,3.0,5.0,1.0,6.0,1.0,1.0,1.0,10.0,4.0,3.0,3.0,4.0,2.0,1.1158958010791062
47.0,2.0,16.0,1.0,3.0,9.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,9.0,1.0,,,,,,,,,,,,,,3.0,4.0,1.0,6.0,1.0,1.0,1.0,10.0,4.0,4.0,1.0,4.0,2.0,0.24032897758045202
30.0,2.0,11.0,2.0,4.0,10.0,1.0,4.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,97.0,,,97.0,,,,,,,,,,,,,,3.0,99.0,,,1.0,1.0,1.0,10.0,98.0,2.0,7.0,4.0,2.0,1.2965733344969481
60.0,2.0,7.0,1.0,6.0,3.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,11.0,2.0,5.0,7.0,,,,,,,,,,,,,1.0,3.0,6.0,1.0,1.0,1.0,1.0,10.0,6.0,6.0,6.0,4.0,1.0,1.1811580209085526
58.0,1.0,8.0,1.0,5.0,6.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,8.0,5.0,,,,,,,,,,,,,,3.0,1.0,3.0,6.0,1.0,2.0,1.0,10.0,5.0,5.0,2.0,4.0,1.0,0.6999818045057722
45.0,2.0,9.0,2.0,5.0,7.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,8.0,3.0,1.0,10.0,,,,,,,,,,,,,,3.0,1.0,,,1.0,1.0,1.0,9.0,98.0,5.0,2.0,4.0,1.0,0.3651448229572713
24.0,1.0,16.0,1.0,4.0,8.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,97.0,,,,,,,,,,,,,,99.0,99.0,,,99.0,99.0,3.0,8.0,5.0,4.0,2.0,4.0,2.0,1.116351753409827
57.0,2.0,16.0,1.0,2.0,7.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,6.0,11.0,9.0,1.0,5.0,10.0,,,,,,,,,,,,1.0,2.0,1.0,6.0,1.0,1.0,1.0,8.0,4.0,4.0,1.0,4.0,2.0,0.7011066307793519
38.0,2.0,14.0,2.0,4.0,10.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,11.0,2.0,3.0,4.0,5.0,6.0,8.0,9.0,10.0,11.0,12.0,,,,,1.0,1.0,3.0,4.0,1.0,1.0,3.0,7.0,99.0,6.0,1.0,4.0,2.0,0.41656624059535646
40.0,1.0,14.0,2.0,4.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,10.0,2.0,1.0,5.0,7.0,96.0,,,,,,,,,,,,3.0,2.0,,,1.0,2.0,3.0,7.0,5.0,5.0,1.0,4.0,2.0,0.6851150598270047
43.0,2.0,16.0,1.0,5.0,99.0,3.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,99.0,,,,,,,,,,,,,,99.0,99.0,,,99.0,1.0,1.0,7.0,99.0,99.0,7.0,4.0,2.0,0.8010586433013691
37.0,2.0,14.0,2.0,3.0,10.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,10.0,1.0,8.0,2.0,,,,,,,,,,,,,,1.0,3.0,1.0,2.0,1.0,99.0,1.0,7.0,5.0,3.0,5.0,4.0,2.0,0.9747413284054075
19.0,1.0,14.0,1.0,4.0,7.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,10.0,,3.0,,,,,,,,,,,,,,3.0,1.0,4.0,,1.0,2.0,1.0,6.0,99.0,99.0,5.0,4.0,2.0,1.9898586365030304
56.0,1.0,10.0,1.0,5.0,6.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,1.0,6.0,,,,,,,,,,,,,,2.0,4.0,1.0,6.0,1.0,2.0,1.0,6.0,5.0,5.0,7.0,4.0,1.0,0.7090754009094351
24.0,2.0,11.0,2.0,4.0,10.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,2.0,2.0,3.0,7.0,,,,,,,,,,,,1.0,2.0,1.0,6.0,99.0,1.0,3.0,5.0,6.0,3.0,5.0,4.0,2.0,2.5951065317302433
23.0,1.0,11.0,1.0,5.0,99.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,10.0,2.0,4.0,7.0,9.0,,,,,,,,,,,,1.0,2.0,3.0,5.0,1.0,2.0,2.0,5.0,5.0,5.0,7.0,4.0,1.0,1.0010746681578884
45.0,2.0,12.0,2.0,6.0,99.0,99.0,99.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,99.0,,,97.0,,,,,,,,,,,,,,99.0,99.0,,,1.0,1.0,1.0,5.0,6.0,6.0,5.0,4.0,2.0,1.7830058206304773
48.0,2.0,16.0,1.0,3.0,10.0,99.0,99.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,97.0,,,3.0,,,,,,,,,,,,,,3.0,97.0,,,1.0,1.0,1.0,5.0,99.0,3.0,7.0,4.0,2.0,1.5150900366002078
47.0,2.0,14.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,97.0,,,97.0,,,,,,,,,,,,,,3.0,97.0,,,1.0,1.0,3.0,4.0,1.0,1.0,4.0,4.0,2.0,1.073791948783699
23.0,2.0,14.0,1.0,5.0,9.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,6.0,3.0,8.0,1.0,6.0,12.0,,,,,,,,,,,,1.0,3.0,2.0,5.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,0.24075812065827096
35.0,2.0,14.0,1.0,6.0,7.0,99.0,99.0,2.0,4.0,2.0,3.0,99.0,4.0,1.0,3.0,1.0,9.0,3.0,1.0,,,,,,,,,,,,,,99.0,99.0,,,1.0,2.0,3.0,4.0,6.0,5.0,6.0,4.0,2.0,0.8513064059356523
33.0,2.0,16.0,2.0,4.0,1.0,2.0,99.0,99.0,4.0,4.0,4.0,4.0,99.0,4.0,4.0,99.0,,,1.0,5.0,,,,,,,,,,,,,2.0,2.0,1.0,4.0,1.0,1.0,3.0,4.0,5.0,4.0,5.0,4.0,2.0,1.786965395636622
34.0,1.0,14.0,1.0,4.0,6.0,2.0,1.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,99.0,,,97.0,,,,,,,,,,,,,,3.0,4.0,5.0,3.0,1.0,2.0,2.0,4.0,5.0,5.0,8.0,4.0,2.0,0.4461072351190953
59.0,1.0,16.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,6.0,4.0,8.0,11.0,,,,,,,,,,,,1.0,6.0,1.0,5.0,5.0,99.0,1.0,4.0,99.0,5.0,7.0,4.0,2.0,1.403824658953
